formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C29H23Br4NO8,[M + H]+,C29H24Br4NO8+,Polyketides,0.504,Oligopeptides,0.135,Depsipeptides,0.179,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.989,"Amino acids, peptides, and analogues",0.928,Amino acids and derivatives,0.924,Phenylalanine and derivatives,0.559,"Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Phenols; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Salicylic acid and derivatives; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Organobromides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol esters; Benzenoids; Salicylamides; Aryl halides; Halobenzoic acids and derivatives; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",829.821,281,4.692,830130612995389149,830129557163107979,830129557163107978,69007,
1,C34H44Br3N7O10,[M + H]+,C34H45Br3N7O10+,Amino acids and Peptides,1.000,Oligopeptides,0.999,Tripeptides,0.286,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.999,Peptides,0.997,Oligopeptides,0.624,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Alcohols and polyols; Tryptamines and derivatives; Phenethylamines; Amphetamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Phenylalanine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",948.080,282,4.692,830130621732126267,830129558811469671,830129558811469670,69039,
1,C58H118N6O3,[M + H]+,C58H119N6O3+,Amino acids and Peptides,0.999,Oligopeptides,0.977,Linear peptides,0.486,Organic acids and derivatives,0.995,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.998,Peptides,0.957,Peptides,0.957,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",947.937,282,4.692,830130613288990490,830129558752749410,830129558752749409,69033,
1,C47H39N7O12S,[M + Na]+,C47H39N7NaO12S+,Amino acids and Peptides,0.999,Oligopeptides,1.000,Cyclic peptides,0.927,Organic Polymers,0.496,Polypeptides,0.506,,,,,Polypeptides,0.506,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Pyrroles; Indoles and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Substituted pyrroles; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Polypeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",948.223,282,4.693,830130616631851568,830129558840829804,830129558840829803,69063,
1,C53H62N14O17S5,[M + H]+,C53H63N14O17S5+,Amino acids and Peptides,0.998,Oligopeptides,1.000,Cyclic peptides,0.986,Organic Polymers,0.680,Polypeptides,0.692,,,,,Polypeptides,0.692,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Indoles and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Indoles; Organic disulfides; Organic Polymers; Polypeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1327.308,282,4.693,830130617202277009,830129560950565021,830129560946370716,69070,
1,C80H147N3O11,[M + H]+,C80H148N3O11+,Amino acids and Peptides,0.895,Oligopeptides,0.974,Lipopeptides,0.604,Organic acids and derivatives,0.994,Carboxylic acids and derivatives,0.989,"Amino acids, peptides, and analogues",0.961,Peptides,0.763,Peptides,0.763,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1327.108,282,4.693,830130623212715912,830129560917010584,830129560917010583,69074,
1,C79H119N7O10,[M + H]+,C79H120N7O10+,Amino acids and Peptides,0.998,Oligopeptides,0.999,RiPPs,0.463,Organic Polymers,0.751,Polypeptides,0.759,,,,,Polypeptides,0.759,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Organic Polymers; Polypeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Glutamic acid and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1326.908,282,4.693,830130614861854867,830129560879261843,830129560879261842,69088,
1,C18H26N6O4,[M + H]+,C18H27N6O4+,Carbohydrates,0.341,Pseudoalkaloids (transamidation),0.338,Purine alkaloids,0.477,Organoheterocyclic compounds,0.998,Imidazopyrimidines,0.768,Purines and purine derivatives,0.806,6-aminopurines,0.587,6-aminopurines,0.587,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,391.210,282,4.695,830130627784508106,830129537814780792,830129537810586487,69151,
1,C19H29N5O5,[M + H]+,C19H30N5O5+,Alkaloids,0.549,Pseudoalkaloids (transamidation),0.401,Purine alkaloids,0.128,Organoheterocyclic compounds,0.836,Azoles,0.554,,,,,Azoles,0.554,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,408.223,282,4.700,830130619874049113,830129539261815922,830129539261815921,67209,
1,C31H61N5O9,[M + H]+,C31H62N5O9+,Amino acids and Peptides,0.975,Oligopeptides,0.901,Cyclic peptides,0.519,Organic acids and derivatives,0.944,Carboxylic acids and derivatives,0.907,"Amino acids, peptides, and analogues",0.675,Peptides,0.594,Peptides,0.594,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",648.453,282,4.701,830130621669211674,830129553040106567,830129553040106566,69260,
1,C18H22N2O5,[M + H]+,C18H23N2O5+,Alkaloids,0.728,Ornithine alkaloids,0.114,Pyrrolidine alkaloids,0.291,Organic acids and derivatives,0.990,Carboxylic acids and derivatives,0.978,"Amino acids, peptides, and analogues",0.499,Amino acids and derivatives,0.500,Amino acids and derivatives,0.500,Organic compounds; Organoheterocyclic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,347.161,283,4.718,830130644926631625,830129531913394344,830129531909200039,69582,
1,C34H61N9O6,[M + H]+,C34H62N9O6+,Amino acids and Peptides,0.827,Oligopeptides,0.732,Linear peptides,0.143,Organic acids and derivatives,0.942,Carboxylic acids and derivatives,0.922,"Amino acids, peptides, and analogues",0.830,Amino acids and derivatives,0.814,Alpha amino acids and derivatives,0.778,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",692.479,284,4.727,830130622231248532,830129554034156745,830129554029962440,69564,
1,C65H117N3O24,[M + Na]+,C65H117N3NaO24+,Carbohydrates,0.460,Aminosugars and aminoglycosides,0.237,Aminosugars,0.097,Organic acids and derivatives,0.994,Carboxylic acids and derivatives,0.987,"Amino acids, peptides, and analogues",0.841,Peptides,0.627,Peptides,0.627,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; N-acyl-alpha-hexosamines; Benzenoids; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1346.786,284,4.738,830130634919020391,830129561139308731,830129561139308730,69812,
1,C75H97N5O12S2,[M + Na]+,C75H97N5NaO12S2+,Carbohydrates,0.332,Oligopeptides,0.144,Open-chain polyketides,0.375,Organic oxygen compounds,0.999,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.823,Aminosaccharides,0.603,N-acyl-alpha-hexosamines,0.678,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; N-acyl-alpha-hexosamines; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,1346.642,284,4.739,830130643185995229,830129561114142902,830129561114142901,69845,
1,C65H119N17O13,[M + H]+,C65H120N17O13+,Carbohydrates,0.504,Oligopeptides,0.749,Linear peptides,0.341,Organic acids and derivatives,0.992,Carboxylic acids and derivatives,0.990,"Amino acids, peptides, and analogues",0.938,Peptides,0.770,Peptides,0.770,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; N-acyl-alpha-hexosamines; Alpha amino acid amides; Aminosaccharides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1346.929,284,4.740,830130625553138147,830129561168668864,830129561164474559,69862,
